Geo Point;Geo Shape;BikeRace;City;BikePos;NumUnits;CrashHour;Locality;BikeSex;DrvrVehTyp;NumBikesNo;BikeAlcDrg;NumBikesBI;RteInvdCd;DrvrRace;Workzone;NumBikesCi;BikeAgeGrp;CrashType;RdDefects;CrashAlcoh;BikeAlcoho;RdConditio;DstncMiFrm;RuralUrban;HitRun;CrashDate;NumBikesUI;CrashTime;DrvrSex;DrvrAlcoho;Developmen;CrashSevr;AmbulanceR;DrvrInjury;OBJECTID;CrashMonth;NumBikesKi;RdCharacte;Region;BikeDir;TraffCntrl;CrashDay;CrashLoc;BikeAge;NumBikesTo;RdConfig;NumLanes;NumBikesAI;DrvrAlcDrg;OnRoad;RdSurface;Towrd_Rd;RdFeature;CrashGrp;RdClass;BikeInjury;County;DrvrAge;Weather;FrmRd;DrvrEstSpd;SpeedLimit;CrashYear;LightCond;DrvrAgeGrp
36.0132132291, -75.711785726;"{""type"": ""Point"", ""coordinates"": [-75.7117857260483, 36.01321322907472]}";White;None - Rural Crash;Travel Lane;3;9;Urban (>70% Developed);Male;Pickup;0;No;2;40001217;White;No;0;20-24;Motorist Left Turn - Opposite Direction;None;No;#NULL!;Dry;0;Rural;No;23MAY2014;0;9:09;Male;#NULL!;Residential;B: Evident Injury;Yes;O: No Injury;238;May;0;Straight - Level;Coastal;With Traffic;Double Yellow Line, No Passing Zone;Friday;Intersection;21;2;Two-Way, Not Divided;2 lanes;0;No;SR 1217;Coarse Asphalt;KNIGHT COURT;T-Intersection;Motorist Left Turn / Merge;State Secondary Route;B: Evident Injury;Dare;43;Clear;COLINGTON DRIVE;31-35 mph;30 - 35  MPH;2014;Daylight;40-49
36.0730131008, -79.7832429712;"{""type"": ""Point"", ""coordinates"": [-79.78324297124959, 36.07301310075677]}";Hispanic;Greensboro;Travel Lane;2;16;Urban (>70% Developed);Male;Passenger Car;0;No;1;50011215;White;No;0;50-59;Bicyclist Ride Through - Signalized Intersection;None;No;#NULL!;Dry;0;Urban;No;10JUN2014;0;16:42;Male;#NULL!;Commercial;B: Evident Injury;Yes;O: No Injury;241;June;0;Straight - Level;Piedmont;Facing Traffic;Stop And Go Signal;Tuesday;Intersection;51;1;Two-Way, Divided, Unprotected Median;2 lanes;0;No;E FRIENDLY AV;Smooth Asphalt;REGAN ST;No Special Feature;Bicyclist Failed to Yield - Signalized Intersection;Local Street;B: Evident Injury;Guilford;56;Clear;N MURROW BLVD;21-25 mph;30 - 35  MPH;2014;Daylight;50-59
34.6142868156, -78.9799926516;"{""type"": ""Point"", ""coordinates"": [-78.97999265164657, 34.614286815557584]}";Unknown/Missing;Lumberton;Bike Lane / Paved Shoulder;2;22;Urban (>70% Developed);Unknown;Unknown;0;No;0;50026121;Unknown/Missing;No;0;30-39;Motorist Drive Out - Commercial Driveway / Alley;None;No;#NULL!;Wet;0.063;Urban;Yes;27MAY2014;1;22:46;Unknown;#NULL!;Commercial;Unknown Injury;No;Unknown Injury;242;May;0;Straight - Level;Coastal;Facing Traffic;No Control Present;Tuesday;Non-Intersection;35;1;Two-Way, Not Divided;5 lanes;0;Missing;ROBERTS AVE;Coarse Asphalt;MCPHAIL RD;No Special Feature;Motorist Failed to Yield - Midblock;Local Street;Unknown Injury;Robeson;Unknown;Cloudy;MIDDLE ST;6-10 mph;40 - 45  MPH;2014;Dark - Lighted Roadway;Unknown
35.8501120965, -78.5785475943;"{""type"": ""Point"", ""coordinates"": [-78.57854759433789, 35.8501120964611]}";Hispanic;Raleigh;Sidewalk / Crosswalk / Driveway Crossing;2;14;Urban (>70% Developed);Male;Sport Utility;0;No;0;40002108;Unknown/Missing;No;1;20-24;Motorist Drive Out - Residential Driveway;None;No;#NULL!;Dry;0.107;Urban;Yes;11JUN2014;0;14:56;Unknown;#NULL!;Residential;C: Possible Injury;Yes;Unknown Injury;243;June;0;Straight - Level;Piedmont;Facing Traffic;No Control Present;Wednesday;Non-Intersection;24;1;Two-Way, Not Divided;2 lanes;0;Missing;N NEW HOPE RD;Coarse Asphalt;CAPIITAL BLVD;No Special Feature;Motorist Failed to Yield - Midblock;Public Vehicular Area;C: Possible Injury;Wake;Unknown;Clear;HOLLENDEN DR;6-10 mph;20 - 25  MPH;2014;Dusk;Unknown
36.0033671186, -78.8930726978;"{""type"": ""Point"", ""coordinates"": [-78.89307269776023, 36.00336711858264]}";White;Durham;Sidewalk / Crosswalk / Driveway Crossing;2;21;Urban (>70% Developed);Female;Passenger Car;0;No;0;40001670;Unknown/Missing;No;1;25-29;Motorist Left Turn - Opposite Direction;None;No;#NULL!;Dry;0;Urban;Yes;15JUN2014;0;21:08;Unknown;#NULL!;Residential;C: Possible Injury;No;Unknown Injury;248;June;0;Straight - Level;Piedmont;With Traffic;Stop And Go Signal;Sunday;Intersection;28;1;Two-Way, Not Divided;2 lanes;0;Missing;E GEER ST;Smooth Asphalt;#NULL!;Four-Way Intersection;Motorist Left Turn / Merge;Local Street;C: Possible Injury;Durham;Unknown;Cloudy;N ROXBORO RD;Unknown;Unknown;2014;Dark - Lighted Roadway;Unknown
35.0974649056, -79.402338804;"{""type"": ""Point"", ""coordinates"": [-79.4023388039964, 35.097464905582676]}";White;None - Rural Crash;Travel Lane;2;7;Rural (<30% Developed);Male;Single Unit Truck (2-Axle, 6-Tire);0;No;1;40002077;White;No;0;40-49;Motorist Overtaking - Other / Unknown;None;No;#NULL!;Dry;1.5;Rural;No;02JUN2014;0;7:52;Male;#NULL!;Commercial;B: Evident Injury;Yes;O: No Injury;253;June;0;Straight - Level;Piedmont;With Traffic;No Control Present;Monday;Non-Intersection;43;1;Two-Way, Not Divided;2 lanes;0;No;SR 2077;Coarse Asphalt;0;No Special Feature;Motorist Overtaking Bicyclist;State Secondary Route;B: Evident Injury;Moore;24;Clear;211;41-45 mph;40 - 45  MPH;2014;Daylight;20-24
35.611767087, -77.3761522167;"{""type"": ""Point"", ""coordinates"": [-77.37615221666128, 35.611767087009916]}";Other;Greenville;Sidewalk / Crosswalk / Driveway Crossing;2;12;Urban (>70% Developed);Female;Pickup;0;No;0;50024334;White;No;1;20-24;Bicyclist Lost Control - Mechanical Problems;None;No;#NULL!;Dry;0.002;Urban;No;13JUN2014;0;12:20;Male;#NULL!;Institutional;C: Possible Injury;Yes;O: No Injury;259;June;0;Straight - Level;Coastal;With Traffic;Stop And Go Signal;Friday;Intersection;21;1;One-Way, Not Divided;2 lanes;0;No;S PITT ST;Smooth Asphalt;E 4TH ST;No Special Feature;Loss of Control / Turning Error;Local Street;C: Possible Injury;Pitt;65;Clear;E 5TH ST;16-20 mph;20 - 25  MPH;2014;Daylight;60-69
35.2035748517, -81.5316834449;"{""type"": ""Point"", ""coordinates"": [-81.53168344488134, 35.203574851658686]}";White;None - Rural Crash;Travel Lane;2;22;Mixed (30% To 70% Developed);Male;Unknown;0;No;1;30000198;Unknown/Missing;No;0;50-59;Motorist Left Turn - Opposite Direction;None;No;#NULL!;Dry;0;Rural;Yes;04JUN2014;0;22:46;Unknown;#NULL!;Institutional;B: Evident Injury;Yes;Unknown Injury;261;June;0;Straight - Level;Mountains;With Traffic;Double Yellow Line, No Passing Zone;Wednesday;Intersection;52;1;Two-Way, Not Divided;2 lanes;0;Missing;198;Coarse Asphalt;2213;T-Intersection;Motorist Left Turn / Merge;NC Route;B: Evident Injury;Cleveland;Unknown;Clear;2226;21-25 mph;40 - 45  MPH;2014;Dark - Roadway Not Lighted;Unknown
35.1544338697, -80.7531392113;"{""type"": ""Point"", ""coordinates"": [-80.75313921132312, 35.15443386966675]}";Black;Charlotte;Non-Roadway;2;18;Rural (<30% Developed);Male;Passenger Car;0;No;0;0;White;No;1;6-10;Non-Roadway;None;No;#NULL!;Dry;0.379;Urban;No;25JUN2014;0;18:52;Male;#NULL!;Residential;C: Possible Injury;Yes;O: No Injury;283;June;0;Straight - Level;Piedmont;Not Applicable;No Control Present;Wednesday;Non-Roadway;7;1;Two-Way, Not Divided;2 lanes;0;No;PVA 7029 FERNWOOD DRIVE;Smooth Asphalt;#NULL!;No Special Feature;Non-Roadway;Public Vehicular Area;C: Possible Injury;Mecklenburg;32;Clear;THERMAL ROAD;0-5 mph;5 - 15 MPH;2014;Daylight;30-39
36.0359800924, -79.8002829739;"{""type"": ""Point"", ""coordinates"": [-79.80028297388792, 36.035980092422285]}";Black;Greensboro;Travel Lane;2;10;Urban (>70% Developed);Male;Single Unit Truck (2-Axle, 6-Tire);0;No;0;40001007;Black;No;0;70+;Crossing Paths - Uncontrolled Intersection;None;No;#NULL!;Dry;0;Urban;No;20JUN2014;0;10:44;Male;#NULL!;Commercial;K: Killed;Yes;O: No Injury;301;June;1;Straight - Grade;Piedmont;Not Applicable;No Control Present;Friday;Intersection;70+;1;Two-Way, Not Divided;6 lanes;0;No;RANDLEMAN RD;Smooth Asphalt;MEADOWVIEW RD;No Special Feature;Crossing Paths - Other Circumstances;Local Street;K: Killed;Guilford;57;Clear;DOUGHERTY;26-30 mph;5 - 15 MPH;2014;Daylight;50-59
34.9221108227, -80.6744331757;"{""type"": ""Point"", ""coordinates"": [-80.67443317571966, 34.922110822709946]}";White;None - Rural Crash;Travel Lane;2;12;Rural (<30% Developed);Male;Unknown;0;Yes-Alcohol,  impairment suspected;1;40001137;Unknown/Missing;No;0;20-24;Motorist Lost Control - Other / Unknown;None;Yes;#NULL!;Dry;0.01;Rural;Yes;27JUN2014;0;12:25;Unknown;#NULL!;Farms, Woods, Pastures;B: Evident Injury;Yes;Unknown Injury;308;June;0;Straight - Level;Piedmont;With Traffic;Double Yellow Line, No Passing Zone;Friday;Non-Intersection;23;1;Two-Way, Not Divided;2 lanes;0;Unknown;SR 1137;Smooth Asphalt;1147;No Special Feature;Loss of Control / Turning Error;State Secondary Route;B: Evident Injury;Union;Unknown;Clear;1111;31-35 mph;40 - 45  MPH;2014;Dark - Roadway Not Lighted;Unknown
33.913966684, -78.2693124043;"{""type"": ""Point"", ""coordinates"": [-78.26931240429936, 33.9139666839964]}";White;Holden Beach;Travel Lane;2;7;Urban (>70% Developed);Male;Passenger Car;0;No;1;40001116;White;No;0;30-39;Motorist Left Turn - Same Direction;None;No;#NULL!;Dry;0;Rural;No;08JUN2014;0;7:56;Female;#NULL!;Commercial;B: Evident Injury;No;O: No Injury;311;June;0;Straight - Level;Coastal;With Traffic;No Control Present;Sunday;Intersection;32;1;Two-Way, Not Divided;2 lanes;0;No;SR 1116;Coarse Asphalt;ROTHSCHILD ST;T-Intersection;Motorist Left Turn / Merge;State Secondary Route;B: Evident Injury;Brunswick;19;Clear;130;6-10 mph;30 - 35  MPH;2014;Daylight;0-19
36.0689470995, -79.794237974;"{""type"": ""Point"", ""coordinates"": [-79.79423797404004, 36.06894709952439]}";Black;Greensboro;Travel Lane;2;16;Urban (>70% Developed);Male;Passenger Car;0;No;1;50009934;Black;No;0;25-29;Motorist Drive Through - Signalized Intersection;None;No;#NULL!;Dry;0;Urban;No;13JUL2014;0;16:59;Female;#NULL!;Commercial;B: Evident Injury;Yes;O: No Injury;322;July;0;Straight - Level;Piedmont;With Traffic;Stop And Go Signal;Sunday;Intersection;28;1;Two-Way, Divided, Unprotected Median;5 lanes;0;No;S EUGENE ST;Smooth Asphalt;LEE ST;Four-Way Intersection;Motorist Failed to Yield - Signalized Intersection;Local Street;B: Evident Injury;Guilford;19;Clear;MCGEE ST;31-35 mph;30 - 35  MPH;2014;Daylight;0-19
35.3346439062, -80.8129992386;"{""type"": ""Point"", ""coordinates"": [-80.81299923860237, 35.334643906236735]}";White;Charlotte;Sidewalk / Crosswalk / Driveway Crossing;2;17;Urban (>70% Developed);Male;Sport Utility;0;No;1;0;Hispanic;No;0;16-19;Non-Roadway;Other;No;#NULL!;Dry;0;Urban;No;06JUL2014;0;17:00;Male;#NULL!;Commercial;B: Evident Injury;No;O: No Injury;323;July;0;Straight - Grade;Piedmont;Not Applicable;Stop Sign;Sunday;Non-Roadway;17;1;Two-Way, Not Divided;2 lanes;0;No;PVA 8445 DAVIS LAKE PY;Smooth Asphalt;#NULL!;Driveway, Public;Non-Roadway;Public Vehicular Area;B: Evident Injury;Mecklenburg;26;Clear;UNIVERSITY STATION CR;6-10 mph;5 - 15 MPH;2014;Daylight;25-29
35.1872667785, -83.3711939866;"{""type"": ""Point"", ""coordinates"": [-83.37119398660352, 35.18726677853031]}";White;Franklin;Sidewalk / Crosswalk / Driveway Crossing;2;22;Urban (>70% Developed);Male;Van;0;No;0;29000441;White;No;0;16-19;Motorist Left Turn - Opposite Direction;None;No;#NULL!;Dry;0;Rural;No;17JUL2014;0;22:03;Female;#NULL!;Commercial;A: Disabling Injury;Yes;O: No Injury;326;July;0;Straight - Level;Mountains;With Traffic;Stop And Go Signal;Thursday;Intersection;17;1;Two-Way, Not Divided;5 lanes;1;No;US 441;Smooth Asphalt;WATAUGA STREET;Four-Way Intersection;Motorist Left Turn / Merge;US Route;A: Disabling Injury;Macon;25;Clear;LAKESIDE DRIVE;11-15 mph;40 - 45  MPH;2014;Dark - Roadway Not Lighted;25-29
35.5890340817, -77.3885372194;"{""type"": ""Point"", ""coordinates"": [-77.38853721936567, 35.58903408165427]}";White;Greenville;Travel Lane;2;21;Urban (>70% Developed);Male;Unknown;0;Yes- Alcohol and Drugs, impairment suspected;0;0;Unknown/Missing;No;1;50-59;Motorist Overtaking - Other / Unknown;None;Yes;#NULL!;Dry;0.005;Urban;Yes;13JUL2014;0;21:16;Unknown;#NULL!;Residential;C: Possible Injury;No;Unknown Injury;335;July;0;Straight - Level;Coastal;With Traffic;No Control Present;Sunday;Intersection-Related;57;1;Two-Way, Not Divided;2 lanes;0;Missing;MILLBROOK ST;Coarse Asphalt;PINE ST;No Special Feature;Motorist Overtaking Bicyclist;Local Street;C: Possible Injury;Pitt;Unknown;Clear;HOOKER RD;41-45 mph;40 - 45  MPH;2014;Dusk;Unknown
35.247679873, -81.2024133497;"{""type"": ""Point"", ""coordinates"": [-81.20241334966684, 35.24767987298165]}";White;Gastonia;Travel Lane;2;21;Mixed (30% To 70% Developed);Male;Unknown;0;No;0;0;Unknown/Missing;No;1;25-29;Motorist Overtaking - Other / Unknown;None;No;#NULL!;Dry;0.011;Urban;Yes;04JUN2014;0;21:37;Unknown;#NULL!;Residential;C: Possible Injury;No;Unknown Injury;336;June;0;Straight - Level;Piedmont;With Traffic;No Control Present;Wednesday;Non-Intersection;27;1;Two-Way, Divided, Unprotected Median;2 lanes;0;Missing;SPENCER AVE;Smooth Asphalt;MILLER ST;No Special Feature;Motorist Overtaking Bicyclist;Local Street;C: Possible Injury;Gaston;Unknown;Clear;HILLCREST AVE;11-15 mph;30 - 35  MPH;2014;Dark - Lighted Roadway;Unknown
34.6393568214, -78.9570926459;"{""type"": ""Point"", ""coordinates"": [-78.95709264585103, 34.63935682142493]}";Native American;None - Rural Crash;Travel Lane;2;7;Rural (<30% Developed);Male;Passenger Car;0;No;0;0;Native American;No;1;20-24;Motorist Drive Out - Sign-Controlled Intersection;None;No;#NULL!;Dry;0.6;Rural;No;05JUN2014;0;7:43;Male;#NULL!;Farms, Woods, Pastures;C: Possible Injury;Yes;O: No Injury;338;June;0;Straight - Level;Coastal;Facing Traffic;No Control Present;Thursday;Intersection;22;1;Two-Way, Not Divided;2 lanes;0;No;PP KELSEY DR;Coarse Asphalt;2109;Driveway, Private;Motorist Failed to Yield - Sign-Controlled Intersection;NC Route;C: Possible Injury;Robeson;42;Clear;2110;0-5 mph;5 - 15 MPH;2014;Daylight;40-49
35.6116590866, -77.3741222158;"{""type"": ""Point"", ""coordinates"": [-77.37412221577304, 35.611659086591715]}";White;Greenville;Sidewalk / Crosswalk / Driveway Crossing;2;9;Urban (>70% Developed);Male;Light Truck (Mini-Van, Panel);0;No;0;50032162;White;No;0;25-29;Motorist Drive Out - Commercial Driveway / Alley;None;No;#NULL!;Dry;0.018;Urban;No;24JUL2014;0;9:00;Female;#NULL!;Institutional;A: Disabling Injury;Yes;O: No Injury;342;July;0;Straight - Level;Coastal;Facing Traffic;No Control Present;Thursday;Non-Intersection;28;1;Two-Way, Not Divided;2 lanes;1;No;S WASHINGTON ST;Coarse Asphalt;W 4TH ST;Driveway, Public;Motorist Failed to Yield - Midblock;Local Street;A: Disabling Injury;Pitt;29;Cloudy;W 5TH ST;0-5 mph;30 - 35  MPH;2014;Daylight;25-29
35.521997034, -78.3578665104;"{""type"": ""Point"", ""coordinates"": [-78.35786651042665, 35.52199703396626]}";Black;Smithfield;Travel Lane;2;14;Urban (>70% Developed);Male;Passenger Car;0;No;0;40001913;Black;No;0;50-59;Motorist Overtaking - Bicyclist Swerved;None;No;#NULL!;Dry;0.095;Urban;No;12JUN2014;1;14:18;Male;#NULL!;Commercial;O: No Injury;Yes;O: No Injury;345;June;0;Straight - Level;Coastal;With Traffic;No Control Present;Thursday;Non-Intersection;52;1;Two-Way, Not Divided;2 lanes;0;No;SR 1913;Coarse Asphalt;HAMILTON DR;No Special Feature;Motorist Overtaking Bicyclist;State Secondary Route;Unknown Injury;Johnston;17;Clear;70;31-35 mph;40 - 45  MPH;2014;Daylight;0-19
35.9256511014, -78.9107826987;"{""type"": ""Point"", ""coordinates"": [-78.91078269870347, 35.92565110139017]}";White;Durham;Travel Lane;2;14;Urban (>70% Developed);Male;Passenger Car;0;No;0;50001634;Black;No;1;50-59;Bicyclist Overtaking - Parked Vehicle;None;No;#NULL!;Dry;0;Urban;No;25JUL2014;0;14:03;Female;#NULL!;Residential;C: Possible Injury;Yes;O: No Injury;348;July;0;Straight - Level;Piedmont;With Traffic;Stop Sign;Friday;Intersection-Related;50;1;Two-Way, Not Divided;2 lanes;0;No;CARPENTER FLETCHER RD;Smooth Asphalt;#NULL!;T-Intersection;Bicyclist Overtaking Motorist;Local Street;C: Possible Injury;Durham;40;Clear;BARBEE RD;0-5 mph;30 - 35  MPH;2014;Daylight;40-49
35.7761000792, -78.6393686084;"{""type"": ""Point"", ""coordinates"": [-78.63936860841137, 35.776100079153075]}";White;Raleigh;Travel Lane;2;16;Urban (>70% Developed);Male;Sport Utility;0;No;1;50010335;White;No;0;20-24;Motorist Drive In / Out - Parking;None;No;#NULL!;Wet;0.054;Urban;No;21JUL2014;0;16:21;Female;#NULL!;Commercial;B: Evident Injury;Yes;O: No Injury;350;July;0;Straight - Level;Piedmont;With Traffic;No Control Present;Monday;Non-Intersection;24;1;Two-Way, Not Divided;2 lanes;0;No;FAYETTEVILLE ST;Smooth Asphalt;W DAVIE ST;No Special Feature;Parking / Bus-Related;Local Street;B: Evident Injury;Wake;52;Rain;W MARTIN ST;0-5 mph;30 - 35  MPH;2014;Daylight;50-59
36.0571570967, -79.8080469776;"{""type"": ""Point"", ""coordinates"": [-79.80804697759017, 36.0571570967315]}";Black;Greensboro;Travel Lane;2;14;Urban (>70% Developed);Male;Passenger Car;0;No;0;50013978;Black;No;1;20-24;Bicyclist Ride Through - Sign-Controlled Intersection;None;No;#NULL!;Dry;0;Urban;No;28JUL2014;0;14:32;Male;#NULL!;Residential;C: Possible Injury;Yes;O: No Injury;352;July;0;Straight - Bottom;Piedmont;Unknown;Stop Sign;Monday;Intersection;21;1;Two-Way, Not Divided;2 lanes;0;No;HIGHLAND AV;Coarse Asphalt;HAYWOOD ST;Four-Way Intersection;Bicyclist Failed to Yield - Sign-Controlled Intersection;Local Street;C: Possible Injury;Guilford;45;Clear;HERTFORD ST;21-25 mph;20 - 25  MPH;2014;Daylight;40-49
34.2435527692, -77.9174223131;"{""type"": ""Point"", ""coordinates"": [-77.91742231314713, 34.24355276921916]}";White;Wilmington;Bike Lane / Paved Shoulder;2;19;Urban (>70% Developed);Male;Passenger Car;0;Unknown;1;40001301;White;No;0;40-49;Motorist Drive Out - Sign-Controlled Intersection;None;No;#NULL!;Dry;0;Urban;No;27JUN2014;0;19:30;Male;#NULL!;Residential;B: Evident Injury;No;Unknown Injury;355;June;0;Straight - Level;Coastal;Facing Traffic;Stop Sign;Friday;Intersection;41;1;Two-Way, Not Divided;2 lanes;0;Unknown;PRINCESS PLACE DR;Smooth Asphalt;23RD ST;Four-Way Intersection;Motorist Failed to Yield - Sign-Controlled Intersection;Local Street;B: Evident Injury;New Hanover;25;Clear;KENWOOD AVE;0-5 mph;30 - 35  MPH;2014;Daylight;25-29
36.2060730572, -81.6704535444;"{""type"": ""Point"", ""coordinates"": [-81.67045354444221, 36.206073057202126]}";White;Boone;Sidewalk / Crosswalk / Driveway Crossing;2;6;Urban (>70% Developed);Male;Sport Utility;0;No;0;20000321;White;No;1;20-24;Motorist Right Turn - Same Direction;None;No;#NULL!;Dry;0.047;Urban;Yes;26JUL2014;0;6:25;Female;#NULL!;Commercial;C: Possible Injury;Yes;O: No Injury;356;July;0;Straight - Level;Mountains;With Traffic;Other;Saturday;Non-Intersection;21;1;Two-Way, Not Divided;5 lanes;0;Missing;BLOWING ROCK RD;Coarse Asphalt;HIGHLAND AVE;Driveway, Public;Motorist Right Turn / Merge;US Route;C: Possible Injury;Watauga;Unknown;Clear;105;16-20 mph;5 - 15 MPH;2014;Daylight;Unknown
35.7850570796, -78.659992616;"{""type"": ""Point"", ""coordinates"": [-78.65999261597447, 35.78505707961173]}";White;Raleigh;Bike Lane / Paved Shoulder;2;12;Urban (>70% Developed);Male;Passenger Car;0;No;0;0;Black;No;1;30-39;Motorist Right Turn - Same Direction;None;No;#NULL!;Dry;0;Urban;No;04JUL2014;0;12:15;Female;#NULL!;Commercial;C: Possible Injury;No;O: No Injury;357;July;0;Straight - Level;Piedmont;With Traffic;No Control Present;Friday;Non-Intersection;30;1;Two-Way, Not Divided;2 lanes;0;No;PVA 1707 HILLSBOROUGH ST;Smooth Asphalt;ASHE AVE;No Special Feature;Motorist Right Turn / Merge;Local Street;C: Possible Injury;Wake;67;Clear;HILLSBOROUGH ST;6-10 mph;5 - 15 MPH;2014;Daylight;60-69
35.0510319109, -78.9675926705;"{""type"": ""Point"", ""coordinates"": [-78.96759267048132, 35.05103191085594]}";Black;Fayetteville;Non-Roadway;2;17;Urban (>70% Developed);Female;Pickup;0;No;0;0;White;No;1;0-5;Non-Roadway;None;No;#NULL!;Dry;0;Urban;No;08JUN2014;0;17:30;Male;#NULL!;Residential;C: Possible Injury;No;O: No Injury;368;June;0;Straight - Level;Coastal;Not Applicable;No Control Present;Sunday;Non-Roadway;5;1;One-Way, Not Divided;Unknown;0;No;PVA 818 ENGLISH CT;Smooth Asphalt;MONTCLAIR RD;No Special Feature;Non-Roadway;Public Vehicular Area;C: Possible Injury;Cumberland;21;Cloudy;ENGLISH CT;0-5 mph;5 - 15 MPH;2014;Daylight;20-24
34.9909268923, -79.1198627133;"{""type"": ""Point"", ""coordinates"": [-79.11986271334668, 34.990926892293075]}";Black;None - Rural Crash;Travel Lane;2;14;Rural (<30% Developed);Male;Passenger Car;0;No;1;40001406;Black;No;0;11-15;Motorist Overtaking - Other / Unknown;None;No;#NULL!;Dry;0.23;Rural;No;24JUL2014;0;14:00;Female;#NULL!;Farms, Woods, Pastures;B: Evident Injury;Yes;O: No Injury;370;July;0;Straight - Bottom;Coastal;With Traffic;Double Yellow Line, No Passing Zone;Thursday;Non-Intersection;14;1;Two-Way, Not Divided;2 lanes;0;No;1406;Coarse Asphalt;1414;No Special Feature;Motorist Overtaking Bicyclist;State Secondary Route;B: Evident Injury;Hoke;63;Clear;1412;51-55 mph;50 - 55  MPH;2014;Daylight;60-69
36.1382271118, -79.8473389936;"{""type"": ""Point"", ""coordinates"": [-79.8473389935559, 36.138227111801235]}";White;Greensboro;Sidewalk / Crosswalk / Driveway Crossing;2;12;Mixed (30% To 70% Developed);Male;Passenger Car;0;No;0;0;White;No;1;50-59;Motorist Drive Out - Right Turn on Red;None;No;#NULL!;Dry;0;Urban;No;29JUL2014;0;12:18;Female;#NULL!;Residential;C: Possible Injury;Yes;O: No Injury;379;July;0;Straight - Level;Piedmont;Facing Traffic;Stop And Go Signal;Tuesday;Intersection;56;1;Two-Way, Divided, Unprotected Median;3 lanes;0;No;COTSALD AV;Coarse Asphalt;BATTLEGROUND AV;Four-Way Intersection;Motorist Failed to Yield - Signalized Intersection;Local Street;C: Possible Injury;Guilford;28;Clear;OLD BATTLEGROUND AV;0-5 mph;30 - 35  MPH;2014;Daylight;25-29
35.9339750642, -79.9838730233;"{""type"": ""Point"", ""coordinates"": [-79.9838730233249, 35.933975064167925]}";White;High Point;Travel Lane;2;15;Rural (<30% Developed);Male;Passenger Car;0;No;1;0;White;No;0;30-39;Motorist Overtaking - Other / Unknown;None;No;#NULL!;Dry;0.089;Urban;No;13JUN2014;0;15:12;Male;#NULL!;Residential;B: Evident Injury;Yes;O: No Injury;386;June;0;Straight - Hillcrest;Piedmont;With Traffic;Double Yellow Line, No Passing Zone;Friday;Non-Intersection;38;1;Two-Way, Not Divided;2 lanes;0;No;MODEL FARM RD;Coarse Asphalt;ELVA PL;No Special Feature;Motorist Overtaking Bicyclist;Local Street;B: Evident Injury;Guilford;40;Clear;FRANCIS ST;21-25 mph;30 - 35  MPH;2014;Daylight;40-49
